tmp/npu-anime/realesrgan_nchw_256x256_fp32.onnx quantization quantization info,2026-08-13 17:52:29
quantization stage,time consumed(s),sub stage,time consumed(s)
pre process,0.71
static quantization,5.46
post process(including finetuning),0.48
e2e,7.045554700074717

Node Name,Op Type,Activation,Weights,Bias

Op Type,Activation,Weights,Bias

